Re                            | Brutos
blunt: 4                      | request,: 4
exceptional: 4                | travelled: 4
replace: 4                    | lately.: 4
royal: 4                      | eye.: 4
soothing: 4                   | “‘My: 4
cupboard: 4                   | preposterous: 4
observer: 4                   | escaped: 4
length: 4                     | telegram: 4
awake: 4                      | coronet,: 4
gravesend: 4                  | pitiable: 4
destroyed: 4                  | committed: 4
mile: 4                       | interest.”: 4
choked: 4                     | borne: 4
portion: 4                    | homely: 4
peering: 4                    | best.: 4
leatherhead: 4                | records: 4
trifle: 4                     | spring: 4
bare: 4                       | Hugh: 4
puffing: 4                    | observation: 4
bulky: 4                      | seriously: 4
stage: 4                      | Square: 4
shriek: 4                     | pulling: 4
egg: 4                        | friendly: 4
roads: 4                      | fill: 4
apartment: 4                  | chill: 4
occupant: 4                   | “You’ll: 4
allusion: 4                   | murmured: 4
attic: 4                      | heard,: 4
matches: 4                    | veil: 4
defect: 4                     | link: 4
conditions: 4                 | names: 4
purely: 4                     | shake: 4
succeeded: 4                  | finger-tips: 4
gale: 4                       | partner: 4
submitted: 4                  | named: 4
fists: 4                      | swung: 4
devoted: 4                    | meant: 4
inquest: 4                    | perceive: 4
agency: 4                     | column: 4
grave: 4                      | duties,: 4
policeman: 4                  | Street.”: 4
wednesday: 4                  | band: 4
active: 4                     | pick: 4
article: 4                    | inspector,: 4
platform: 4                   | it.’: 4
shutter: 4                    | PROJECT: 4
expensive: 4                  | system: 4
absurd: 4                     | personally: 4
balmoral: 4                   | families: 4
postmark: 4                   | ‘Cooee!’: 4
approaching: 4                | McCarthy,: 4
lids: 4                       | hurrying: 4
starting: 4                   | correct,: 4
disturbed: 4                  | dirty: 4
morcar: 4                     | gloom,: 4
moulton: 4                    | stones: 4
advantages: 4                 | “‘Then: 4
isa: 4                        | special: 4
season: 4                     | copying: 4
clutched: 4                   | imagine,: 4
shows: 4                      | solid: 4
block: 4                      | exact: 4
distinguish: 4                | funny: 4
lining: 4                     | “Precisely: 4
damages: 4                    | wet: 4
guilt: 4                      | precaution: 4
interests: 4                  | begun: 4
beryl: 4                      | Ross: 4
command: 4                    | Could: 4
support: 4                    | ink,: 4
drunken: 4                    | communicate: 4
occasional: 4                 | possible.”: 4
7: 4                          | Wilson.: 4
desk: 4                       | dense: 4
accepted: 4                   | thing,”: 4
group: 4                      | arrested: 4
teeth: 4                      | cripple: 4
highroad: 4                   | flight,: 4
eagerly: 4                    | burned: 4
tottenham: 4                  | whispered,: 4
displaying: 4                 | conjecture: 4
elderly: 4                    | ***: 4
motive: 4                     | assured: 4
communication: 4              | “I’ve: 4
introduce: 4                  | fault: 4
delighted: 4                  | firm,: 4
music: 4                      | point,: 4
blind: 4                      | husband,: 4
plantation: 4                 | him!”: 4
engagement: 4                 | sitting-room,: 4
smoked: 4                     | rubbing: 4
flushed: 4                    | loose: 4
confederate: 4                | people,: 4
typewriting: 4                | returned,: 4
fond: 4                       | dust: 4
sailing: 4                    | bell,: 4
noise: 4                      | tobacco: 4
promises: 4                   | see.”: 4
landau: 4                     | Jones,: 4
acting: 4                     | waved: 4
horses: 4                     | sovereign: 4
legged: 4                     | useful: 4
fringe: 4                     | Hunter,: 4
produce: 4                    | profession: 4
choose: 4                     | half-past: 4
yourselves: 4                 | ways,: 4
uncertain: 4                  | drug,: 4
shiny: 4                      | cigar: 4
fatal: 4                      | enough.”: 4
brain: 4                      | loved: 4
dignity: 4                    | isn’t: 4
co: 4                         | drink,: 4
sooner: 4                     | rely: 4
backed: 4                     | finally,: 4
proved: 4                     | online: 4
glove: 4                      | staying: 4
recognise: 4                  | boots,: 4
distributed: 4                | largest: 4
dates: 4                      | brow: 4
gaiters: 4                    | brave: 4
interfere: 4                  | approach: 4
visited: 4                    | post: 4
generations: 4                | due: 4
searched: 4                   | certainty.: 4
bizarre: 4                    | contact: 4
ended: 4                      | commonplace: 4
unhappy: 4                    | crossed: 4
baboon: 4                     | congratulate: 4
wheeler: 4                    | lady.: 4
twist: 4                      | hearty: 4
stories: 4                    | gas: 4
beautifully: 4                | data.: 4
bars: 4                       | imagine.”: 4
boat: 4                       | volunteers: 4
unnatural: 4                  | Are: 4
foolish: 4                    | France: 4
maiden: 4                     | trained: 4
links: 4                      | local: 4
format: 4                     | dream: 4
altogether: 4                 | “‘Very: 4
increased: 4                  | stream: 4
knife: 4                      | heels: 4
creating: 4                   | revolver: 4
warm: 4                       | disturb: 4
count: 4                      | “None.”: 4
animal: 4                     | cord: 4
finds: 4                      | lined: 4
discover: 4                   | Information: 4
richer: 4                     | quarters: 4
nodded: 4                     | back.”: 4
bitter: 4                     | miserable: 4
inconvenience: 4              | hour.: 4
muttered: 4                   | shattered: 4
guinea: 4                     | principal: 4
rough: 4                      | inquiry,: 4
glances: 4                    | flew: 4
consciousness: 4              | Valley: 4
moved: 4                      | “Mrs.: 4
skylight: 4                   | gigantic: 4
hudson: 4                     | dated: 4
berkshire: 4                  | door.”: 4
extended: 4                   | Holmes?”: 4
wrapped: 4                    | “Certainly.”: 4
judge: 4                      | “Certainly,: 4
pierced: 4                    | utterly: 4
separate: 4                   | young,: 4
begging: 4                    | result.: 4
hoped: 4                      | flush: 4
lake: 4                       | trifling: 4
shaken: 4                     | “What!: 4
enormous: 4                   | well-known: 4
apiece: 4                     | thinks: 4
vile: 4                       | do.”: 4
murdered: 4                   | there?”: 4
formerly: 4                   | abstracted: 4
handsome: 4                   | advertisement.: 4
debts: 4                      | observing: 4
safely: 4                     | chemical: 4
requirements: 4               | paragraphs: 4
excited: 4                    | “No;: 4
beryls: 4                     | robbery: 4
helen: 4                      | wants: 4
original: 4                   | staggered: 4
services: 4                   | blunt: 4
admirably: 4                  | trick: 4
newspapers: 4                 | he’s: 4
fees: 4                       | corner,: 4
boards: 4                     | exceptional: 4
highly: 4                     | replace: 4
hollow: 4                     | laughing: 4
sharply: 4                    | royal: 4
delay: 4                      | soothing: 4
criminals: 4                  | high,: 4
mentioned: 4                  | “Holmes,”: 4
pile: 4                       | Robert: 4
completed: 4                  | eleven: 4
produced: 4                   | photograph.”: 4
surgeon: 4                    | true.: 4
forming: 4                    | portion: 4
themselves: 4                 | “Ah!: 4
violin: 4                     | shoulders,: 4
bless: 4                      | upon.: 4
doctors: 4                    | Rucastles: 4
moments: 4                    | closely: 4
central: 4                    | peering: 4
hereditary: 4                 | removed: 4
von: 4                        | everything.: 4
tradesmen: 4                  | enter: 4
confessed: 4                  | nature.: 4
unforeseen: 4                 | narrative.: 4
fully: 4                      | enough,: 4
british: 4                    | problems: 4
wandered: 4                   | possible.: 4
move: 4                       | custom: 4
hardened: 4                   | home,: 4
hideous: 4                    | bare: 4
occupation: 4                 | saw,: 4
treasure: 4                   | since,: 4
bohemian: 4                   | attention,: 4
errand: 4                     | veil,: 4
succeed: 4                    | essential: 4
level: 4                      | Lodge,: 4
phrase: 4                     | Pool,: 4
stained: 4                    | allusion: 4
perform: 4                    | matches: 4
ferguson: 4                   | character.: 4
hugh: 4                       | crime,: 4
january: 4                    | alone,: 4
drunk: 4                      | works.: 4
moving: 4                     | weapon: 4
dinner: 4                     | marriage.: 4
identity: 4                   | purely: 4
forgotten: 4                  | sallow: 4
plenty: 4                     | God,: 4
website: 4                    | obvious.: 4
accused: 4                    | “He’s: 4
torn: 4                       | presume?”: 4
invent: 4                     | submitted: 4
clapped: 4                    | Three: 4
garments: 4                   | missing.: 4
deductions: 4                 | devoted: 4
knock: 4                      | swear: 4
visitors: 4                   | I’d: 4
control: 4                    | public,: 4
directed: 4                   | girl’s: 4
school: 4                     | houses,: 4
bears: 4                      | agency: 4
rang: 4                       | intellectual: 4
seek: 4                       | forget: 4
doubtless: 4                  | visible: 4
11: 4                         | papers.”: 4
sombre: 4                     | Clair’s: 4
returns: 4                    | active: 4
upward: 4                     | note.: 4
vanish: 4                     | keys: 4
commissionaire: 4             | expensive: 4
confined: 4                   | ceiling.: 4
energetic: 4                  | stick: 4
tangled: 4                    | Whitney,: 4
confession: 4                 | approaching: 4
streatham: 4                  | starting: 4
guide: 4                      | volume: 4
sole: 4                       | however.: 4
violet: 4                     | knew,: 4
rattle: 4                     | deduction: 4
100: 4                        | Hudson: 4
solemnly: 4                   | photograph?”: 4
protect: 4                    | clutched: 4
deposit: 4                    | be.”: 4
deceased: 4                   | bought: 4
false: 4                      | “‘Why,: 4
brass: 4                      | “All: 4
cigarette: 4                  | leather: 4
isn: 4                        | distinguish: 4
companions: 4                 | chin,: 4
wire: 4                       | remembered: 4
event: 4                      | be?: 4
brisk: 4                      | quest: 4
informed: 4                   | done,: 4
sounds: 4                     | He’s: 4
list: 4                       | member: 4
fireplace: 4                  | pockets: 4
crowded: 4                    | neighbourhood,: 4
included: 4                   | death.: 4
troubles: 4                   | fashion,: 4
jack: 4                       | joy: 4
scrawled: 3                   | laugh: 4
paused: 3                     | command: 4
takings: 3                    | way.”: 4
dramatic: 3                   | shouted,: 4
magnifying: 3                 | doctor,: 4
rummaged: 3                   | kind.: 4
blowing: 3                    | clergyman: 4
smack: 3                      | occasional: 4
protruded: 3                  | guess: 4
inspection: 3                 | group: 4
disclaimer: 3                 | teeth: 4
wonderfully: 3                | shape: 4
secretary: 3                  | Would: 4
merest: 3                     | neighbourhood: 4
francis: 3                    | “None: 4
regular: 3                    | am.: 4
reputation: 3                 | elderly: 4
manor: 3                      | nose,: 4
feather: 3                    | please,: 4
directors: 3                  | introduce: 4
enclosure: 3                  | really,: 4
paint: 3                      | ever.: 4
contraction: 3                | bill: 4
proceedings: 3                | smoked: 4
louder: 3                     | cast: 4
stall: 3                      | sell: 4
hanged: 3                     | flushed: 4
searching: 3                  | track.: 4
leads: 3                      | fond: 4
presumably: 3                 | noise: 4
uttered: 3                    | During: 4
1869: 3                       | gasped.: 4
killed: 3                     | promises: 4
minds: 3                      | worse: 4
60: 3                         | story,: 4
hearing: 3                    | “Precisely.: 4
eastern: 3                    | to-night?”: 4
union: 3                      | sake: 4
stately: 3                    | wife.: 4
mood: 3                       | fringe: 4
civil: 3                      | tinted: 4
roughs: 3                     | action.: 4
rings: 3                      | men.: 4
loving: 3                     | Farm: 4
composed: 3                   | produce: 4
retain: 3                     | voice,: 4
comical: 3                    | choose: 4
shillings: 3                  | uncertain: 4
curling: 3                    | memory.: 4
retire: 3                     | protruding: 4
revealed: 3                   | ‘but: 4
lounged: 3                    | feet,: 4
royalties: 3                  | Bohemia: 4
flying: 3                     | supper: 4
curtain: 3                    | south,: 4
stars: 3                      | boots: 4
fowls: 3                      | lines: 4
pope: 3                       | mine,: 4
elias: 3                      | dim: 4
travel: 3                     | problem,: 4
awkward: 3                    | alarm,: 4
australian: 3                 | sooner: 4
clump: 3                      | passion: 4
bred: 3                       | age.: 4
writhed: 3                    | beauty: 4
pledge: 3                     | fly: 4
englishman: 3                 | recognise: 4
becher: 3                     | copy,: 4
pea: 3                        | Boots: 4
dock: 3                       | supply: 4
leading: 3                    | chain: 4
entity: 3                     | Tottenham: 4
toe: 3                        | hunting: 4
cards: 3                      | profession.: 4
joined: 3                     | attention.: 4
glimmered: 3                  | ceremony,: 4
applicable: 3                 | whistle: 4
attempted: 3                  | imagine.: 4
education: 3                  | stone,: 4
constable: 3                  | lips,: 4
reaching: 3                   | slept: 4
clearer: 3                    | bridegroom: 4
felony: 3                     | cold,: 4
rubbed: 3                     | charming: 4
cosmopolitan: 3               | lane.: 4
cane: 3                       | bell.: 4
faded: 3                      | listen: 4
tread: 3                      | lawn,: 4
stepping: 3                   | backward: 4
orders: 3                     | Turner,: 4
fortnight: 3                  | fancy,: 4
realising: 3                  | clad: 4
equal: 3                      | Hunter.: 4
eyebrows: 3                   | ended: 4
carries: 3                    | inner: 4
scissors: 3                   | facts.: 4
reigning: 3                   | unhappy: 4
neutral: 3                    | tied: 4
sensational: 3                | address?”: 4
inquire: 3                    | times,: 4
meantime: 3                   | yesterday: 4
allowance: 3                  | truth.: 4
instructive: 3                | gravely.: 4
terrified: 3                  | surprise,: 4
purple: 3                     | roof: 4
sleeper: 3                    | twelve: 4
reserve: 3                    | twist: 4
indicate: 3                   | son’s: 4
senseless: 3                  | is.: 4
routine: 3                    | rule,: 4
strongest: 3                  | has,: 4
library: 3                    | minutes.: 4
residence: 3                  | unnatural: 4
listening: 3                  | dragged: 4
immensely: 3                  | evident: 4
beating: 3                    | links: 4
relatives: 3                  | format: 4
carpet: 3                     | one,”: 4
suite: 3                      | water.: 4
dissatisfied: 3               | you!”: 4
covent: 3                     | surprise.: 4
bushy: 3                      | owe: 4
awakened: 3                   | track: 4
poured: 3                     | de: 4
exalted: 3                    | to?”: 4
murderous: 3                  | investigation.: 4
lid: 3                        | Spaulding: 4
fled: 3                       | crop: 4
monotonous: 3                 | finds: 4
wrists: 3                     | companion’s: 4
wearing: 3                    | discover: 4
stricken: 3                   | wonderful: 4
manage: 3                     | reason,: 4
patience: 3                   | terribly: 4
realise: 3                    | trousers,: 4
annoyance: 3                  | Serpentine: 4
vilest: 3                     | richer: 4
convincing: 3                 | “for: 4
speaking: 3                   | appearance.: 4
rage: 3                       | nodded: 4
crowder: 3                    | Give: 4
mixed: 3                      | shock: 4
consulting: 3                 | example: 4
dummy: 3                      | bitter: 4
wandering: 3                  | muttered: 4
indirectly: 3                 | listened.: 4
horrid: 3                     | cloud: 4
meal: 3                       | scream: 4
wasted: 3                     | present,: 4
footmarks: 3                  | extended: 4
suburban: 3                   | unknown: 4
slipping: 3                   | America.: 4
pit: 3                        | I’m: 4
pacing: 3                     | apology: 4
ii: 3                         | Beeches,: 4
dare: 3                       | sun: 4
electric: 3                   | anger: 4
cusack: 3                     | son.: 4
guardsmen: 3                  | threatened: 4
employed: 3                   | separate: 4
possess: 3                    | “‘Where: 4
satisfy: 3                    | books: 4
additional: 3                 | inquiries: 4
yelled: 3                     | offices: 4
whoever: 3                    | Sutherland,: 4
nearer: 3                     | match,: 4
roots: 3                      | laughed.: 4
threshold: 3                  | shaken: 4
enthusiasm: 3                 | yours,: 4
summer: 3                     | _The: 4
battered: 3                   | enormous: 4
bet: 3                        | reward: 4
3rd: 3                        | wound: 4
vault: 3                      | habits.: 4
roused: 3                     | dress.: 4
remaining: 3                  | rooms,: 4
chambers: 3                   | another,: 4
useless: 3                    | mistake: 4
difference: 3                 | park: 4
employer: 3                   | safely: 4
tallow: 3                     | States.: 4
crushed: 3                    | still.: 4
desperate: 3                  | playing: 4
complying: 3                  | original: 4
merry: 3                      | lantern: 4
6: 3                          | Oakshott,: 4
pressed: 3                    | darkness: 4
immediate: 3                  | gentle: 4
powerful: 3                   | detail: 4
wasn: 3                       | Watson: 4
plot: 3                       | British: 4
utmost: 3                     | danger.: 4
faith: 3                      | completed: 4
discretion: 3                 | instance: 4
moisture: 3                   | necessary: 4
blocked: 3                    | Don’t: 4
frankly: 3                    | giving: 4
tugged: 3                     | forming: 4
swift: 3                      | husband.: 4
cracked: 3                    | bless: 4
awful: 3                      | respectable: 4
characteristics: 3            | moments: 4
tales: 3                      | central: 4
ignorance: 3                  | clouds: 4
coachman: 3                   | hereditary: 4
tea: 3                        | smiling.: 4
nominal: 3                    | you’ll: 4
sponge: 3                     | Bohemian: 4
objections: 3                 | angry,: 4
arrangements: 3               | completely.: 4
thoughtfully: 3               | commission: 4
cat: 3                        | wit’s: 4
elapsed: 3                    | unforeseen: 4
pencil: 3                     | yesterday,: 4
introspective: 3              | fully: 4
railway: 3                    | wandered: 4
invaluable: 3                 | hardened: 4
print: 3                      | Bradstreet: 4
helped: 3                     | hideous: 4
tender: 3                     | lost.: 4
homeward: 3                   | After: 4
tweed: 3                      | lip,: 4
around: 3                     | experience,: 4
derivative: 3                 | Holmes!”: 4
draught: 3                    | case.”: 4
spot: 3                       | succeed: 4
exposed: 3                    | curiosity: 4
florida: 3                    | phrase: 4
eat: 3                        | river: 4
iii: 3                        | soul: 4
pooh: 3                       | Gutenberg": 4
wide: 3                       | stained: 4
sheets: 3                     | Fowler: 4
pictures: 3                   | forever.: 4
gloves: 3                     | went,: 4
map: 3                        | Lodge: 4
unlikely: 3                   | wedding.: 4
ascended: 3                   | cannot,: 4
probability: 3                | task: 4
aristocratic: 3               | moving: 4
presumption: 3                | ‘There: 4
backwater: 3                  | others,: 4
loop: 3                       | us.”: 4
museum: 3                     | upstairs,: 4
successive: 3                 | shouted: 4
strict: 3                     | manner,: 4
accounts: 3                   | website: 4
thieves: 3                    | torn: 4
woven: 3                      | subject.: 4
district: 3                   | madam,: 4
stirring: 3                   | moment.: 4
independent: 3                | May: 4
saucer: 3                     | clapped: 4
inhabited: 3                  | prompt: 4
equipment: 3                  | Moran: 4
defective: 3                  | knock: 4
social: 3                     | “my: 4
hesitated: 3                  | letter.: 4
instincts: 3                  | colour,: 4
dowry: 3                      | uncle’s: 4
thousands: 3                  | believe,: 4
chimney: 3                    | bears: 4
tightly: 3                    | rang: 4
unfortunately: 3              | seek: 4
crumpled: 3                   | suggestive: 4
morose: 3                     | sombre: 4
troubled: 3                   | engineer,: 4
splash: 3                     | manager: 4
custody: 3                    | injured: 4
limitation: 3                 | much,: 4
dearest: 3                    | carriage,: 4
lighting: 3                   | indeed.: 4
tearing: 3                    | nature,: 4
beef: 3                       | cocked: 4
strolled: 3                   | windows.: 4
add: 3                        | presume: 4
chairs: 3                     | confined: 4
vigorously: 3                 | corridor: 4
broadened: 3                  | colour.: 4
lumber: 3                     | wrist: 4
obtaining: 3                  | ship.: 4
vessel: 3                     | Ballarat: 4
disappointed: 3               | reach.: 4
indebted: 3                   | garden.: 4
minutely: 3                   | energetic: 4
hatty: 3                      | happened,: 4
loafer: 3                     | tangled: 4
flattered: 3                  | features.: 4
raising: 3                    | terror: 4
costume: 3                    | law.: 4
monograph: 3                  | pitch: 4
creases: 3                    | evening.”: 4
lucky: 3                      | keeping: 4
relation: 3                   | guide: 4
flap: 3                       | lives: 4
ignorant: 3                   | affairs: 4
kilburn: 3                    | press,: 4
skin: 3                       | subtle: 4
clients: 3                    | down.”: 4
tapped: 3                     | rattle: 4
displayed: 3                  | rattled: 4
heading: 3                    | that.”: 4
stretching: 3                 | devil: 4
prepare: 3                    | position.: 4
blame: 3                      | protect: 4
begged: 3                     | Assizes.: 4
writhing: 3                   | papers.: 4
discovering: 3                | deposit: 4
helpless: 3                   | so.’: 4
wanting: 3                    | beat: 4
poker: 3                      | tree: 4
elbow: 3                      | seems,: 4
vain: 3                       | false: 4
shaven: 3                     | brass: 4
compressed: 3                 | place?: 4
brains: 3                     | SHERLOCK: 4
beer: 3                       | deserted: 4
flashed: 3                    | coffee: 4
odd: 3                        | No,: 4
reeds: 3                      | event: 4
picture: 3                    | women: 4
aroused: 3                    | marriage,: 4
lime: 3                       | inquiry: 4
submit: 3                     | opened,: 4
blandly: 3                    | informed: 4
factor: 3                     | sounds: 4
penetrating: 3                | Why: 4
daily: 3                      | list: 4
title: 3                      | hotel: 4
damp: 3                       | going,: 4
proprietor: 3                 | collection: 4
moist: 3                      | parts: 4
banking: 3                    | youth,: 4
disreputable: 3               | Bohemia,: 4
indoors: 3                    | *: 4
silver: 3                     | Reading.: 4
confirm: 3                    | despair: 3
gathered: 3                   | scrawled: 3
repairs: 3                    | clang: 3
created: 3                    | paused: 3
mostly: 3                     | presume,: 3
imbecile: 3                   | passion.: 3
ladder: 3                     | McCarthy’s: 3
benefactor: 3                 | magnifying: 3
struggled: 3                  | rummaged: 3
limp: 3                       | plumber,: 3
rent: 3                       | niece: 3
addition: 3                   | coroner’s: 3
chalk: 3                      | themselves,: 3
aperture: 3                   | Foundation's: 3
hearts: 3                     | “Come: 3
losing: 3                     | pawnbroker’s: 3
lights: 3                     | City,: 3
former: 3                     | rate,: 3
prices: 3                     | agent,: 3
fainting: 3                   | Holder,”: 3
candle: 3                     | liberty: 3
secured: 3                    | Never: 3
added: 3                      | Presently: 3
anyhow: 3                     | merest: 3
delight: 3                    | laughing;: 3
cousin: 3                     | unique,: 3
join: 3                       | sister’s,: 3
sinking: 3                    | name.: 3
governess: 3                  | regular: 3
slammed: 3                    | after.: 3
huddled: 3                    | suffer: 3
considering: 3                | Simon.: 3
deserved: 3                   | heartily: 3
brute: 3                      | feather: 3
drooping: 3                   | broad-brimmed: 3
abandoned: 3                  | shag: 3
hit: 3                        | reaction: 3
alas: 3                       | assistant,: 3
ledger: 3                     | roof,: 3
buttons: 3                    | examined,: 3
exclaimed: 3                  | evening.: 3
barmaid: 3                    | GUTENBERG: 3
pal: 3                        | “what: 3
verdict: 3                    | searching: 3
truly: 3                      | leads: 3
coarse: 3                     | camp: 3
destroy: 3                    | figure.: 3
gaol: 3                       | Hatty: 3
training: 3                   | minds: 3
softly: 3                     | instantly,: 3
authorities: 3                | interest,: 3
plate: 3                      | tell.”: 3
tap: 3                        | it?’: 3
julia: 3                      | hearing: 3
descending: 3                 | steps,: 3
pressure: 3                   | mine.: 3
hadn: 3                       | adventures: 3
passers: 3                    | rather,: 3
discovery: 3                  | Major: 3
debt: 3                       | service: 3
fortunes: 3                   | hypothesis: 3
knocked: 3                    | before,”: 3
ascertaining: 3               | ‘It: 3
sums: 3                       | whistle.: 3
depends: 3                    | sky,: 3
possessed: 3                  | Indeed,: 3
male: 3                       | composed: 3
maids: 3                      | widespread: 3
_the_: 3                      | retain: 3
instinct: 3                   | comical: 3
spark: 3                      | reply: 3
punishment: 3                 | speech.: 3
agony: 3                      | Upper: 3
brushed: 3                    | motion: 3
rights: 3                     | sentence,: 3
resolution: 3                 | curling: 3
constables: 3                 | revealed: 3
california: 3                 | Lestrade.: 3
persuade: 3                   | Beyond: 3
imagination: 3                | power.: 3
bending: 3                    | fallen,: 3
clerks: 3                     | III.: 3
logical: 3                    | hence: 3
suspected: 3                  | lounged: 3
conjectured: 3                | speckled: 3
uncontrollable: 3             | Rucastle’s: 3
crackling: 3                  | observe.: 3
widower: 3                    | Clair.: 3
board: 3                      | “‘Well,’: 3
southampton: 3                | clock: 3
coldly: 3                     | repeated: 3
understood: 3                 | flying: 3
foreign: 3                    | right!: 3
mirror: 3                     | this?”: 3
wake: 3                       | Gravesend: 3
neighbouring: 3               | church.: 3
midst: 3                      | I.”: 3
fool: 3                       | carbuncle,: 3
faint: 3                      | memory: 3
attendant: 3                  | companions,: 3
glare: 3                      | mistaken,: 3
tension: 3                    | find.: 3
ominous: 3                    | me,’: 3
fascinating: 3                | clump: 3
wash: 3                       | dark.”: 3
stare: 3                      | yard,: 3
declared: 3                   | pounds: 3
hundreds: 3                   | grey,: 3
pains: 3                      | Roylott,: 3
stronger: 3                   | writhed: 3
scarlet: 3                    | II.: 3
grown: 3                      | instant.: 3
paces: 3                      | reward,: 3
replied: 3                    | compliance: 3
disease: 3                    | pledge: 3
effects: 3                    | Friday,: 3
knot: 3                       | line,: 3
parallel: 3                   | road,: 3
suited: 3                     | analysis: 3
wrung: 3                      | pockets,: 3
impunity: 3                   | test: 3
decoyed: 3                    | body.: 3
history: 3                    | lad,: 3
overpowering: 3               | leading: 3
keeps: 3                      | wood,: 3
movement: 3                   | “by: 3
sharing: 3                    | city: 3
attentions: 3                 | Francis: 3
smooth: 3                     | soft: 3
throws: 3                     | sir;: 3
sleeping: 3                   | broad,: 3
charged: 3                    | over.”: 3
bone: 3                       | machine.’: 3
rug: 3                        | fears: 3
groaned: 3                    | innocent,: 3
vital: 3                      | glimmered: 3
relations: 3                  | proceed: 3
required: 3                   | applicable: 3
sealed: 3                     | hat.: 3
derived: 3                    | gentlemen: 3
believed: 3                   | yet.”: 3
signed: 3                     | reaching: 3
worst: 3                      | regretted: 3
responded: 3                  | hansom,: 3
insight: 3                    | Moran.: 3
villa: 3                      | rubbed: 3
shouting: 3                   | left-hand: 3
limits: 3                     | afternoon.: 3
measured: 3                   | well,”: 3
moonlight: 3                  | faded: 3
chronicle: 3                  | tread: 3
vanishing: 3                  | milk: 3
wharf: 3                      | stepping: 3
oak: 3                        | orders: 3
dining: 3                     | realising: 3
royalty: 3                    | good-night,: 3
guilty: 3                     | equal: 3
causing: 3                    | walks: 3
calmly: 3                     | Simon,”: 3
attacked: 3                   | carries: 3
sorrow: 3                     | risen: 3
harrow: 3                     | “Had: 3
invariably: 3                 | refuse: 3
mail: 3                       | left.: 3
extent: 3                     | reigning: 3
research: 3                   | sneer: 3
belongs: 3                    | thought.: 3
wealth: 3                     | inquire: 3
born: 3                       | emotion: 3
liability: 3                  | important.: 3
respects: 3                   | Reading: 3
90: 3                         | “Nothing.”: 3
g: 3                          | terrified: 3
web: 3                        | plans: 3
practically: 3                | purple: 3
carelessly: 3                 | read,: 3
fro: 3                        | minutes.’: 3
degree: 3                     | reserve: 3
flung: 3                      | fail,: 3
avert: 3                      | sad: 3
aunt: 3                       | name,”: 3
drawers: 3                    | appearance,: 3
select: 3                     | routine: 3
suspicions: 3                 | unnecessary: 3
cruelty: 3                    | strongest: 3
pleased: 3                    | Yard: 3
simply: 3                     | answering: 3
doyle: 3                      | residence: 3
clues: 3                      | do.’: 3
minor: 3                      | beating: 3
inquired: 3                   | madam.”: 3
opportunity: 3                | “Will: 3
remarkably: 3                 | situation.: 3
younger: 3                    | ashes: 3
warnings: 3                   | before.”: 3
22nd: 3                       | besides: 3
voices: 3                     | awakened: 3
jet: 3                        | poured: 3
cocaine: 3                    | Boone,: 3
plush: 3                      | exalted: 3
nerve: 3                      | bureau: 3
scuffle: 3                    | murderous: 3
baffled: 3                    | cigar,: 3
footing: 3                    | shrieked,: 3
concealed: 3                  | greeting: 3
beard: 3                      | fled: 3
hastened: 3                   | “‘There: 3
joke: 3                       | downstairs,: 3
levers: 3                     | wearing: 3
difficulties: 3               | Pool.: 3
warranties: 3                 | manage: 3
mews: 3                       | “because: 3
trembling: 3                  | absence: 3
stalls: 3                     | speech: 3
forgive: 3                    | realise: 3
armitage: 3                   | someone,: 3
loud: 3                       | vilest: 3
whipcord: 3                   | wander: 3
refusal: 3                    | own.: 3
branches: 3                   | opinion,: 3
circumstantial: 3             | scar: 3
incisive: 3                   | “‘Is: 3
dishonoured: 3                | voice.: 3
cease: 3                      | anywhere: 3
spotted: 3                    | bonnet: 3
edges: 3                      | pale,: 3
wicked: 3                     | top-hat: 3
moonshine: 3                  | loves: 3
pack: 3                       | press: 3
treat: 3                      | wandering: 3
happiness: 3                  | whitewashed: 3
landing: 3                    | moment,: 3
dazed: 3                      | horrid: 3
veins: 3                      | books,: 3
avoid: 3                      | north,: 3
labyrinth: 3                  | here,”: 3
higher: 3                     | discoloured: 3
crate: 3                      | -: 3
hearted: 3                    | suggestive.: 3
forgot: 3                     | now,”: 3
recompense: 3                 | pacing: 3
risk: 3                       | dressing-room: 3
job: 3                        | good.’: 3
perplexity: 3                 | commence: 3
acute: 3                      | inquiry.: 3
contain: 3                    | dare: 3
dangling: 3                   | ulster: 3
6_d_: 3                       | Lane,: 3
brows: 3                      | stated: 3
denied: 3                     | employed: 3
frost: 3                      | corridor.: 3
bouquet: 3                    | satisfy: 3
precise: 3                    | fingers,: 3
faithfully: 3                 | Isa: 3
visits: 3                     | whoever: 3
attend: 3                     | nearer: 3
characteristic: 3             | also.”: 3
attached: 3                   | threshold: 3
cream: 3                      | Ferguson: 3
compunction: 3                | fellow,”: 3
pipes: 3                      | “‘Quite: 3
sized: 3                      | art,: 3
serve: 3                      | possibility: 3
border: 3                     | summer: 3
rumours: 3                    | treated: 3
judgment: 3                   | battered: 3
silently: 3                   | crimes: 3
windigate: 3                  | then,”: 3
writer: 3                     | been,: 3
seconds: 3                    | help.”: 3
average: 3                    | French: 3
crisp: 3                      | hall,: 3
barque: 3                     | snuff,: 3
operation: 3                  | roused: 3
albert: 3                     | remaining: 3
recalled: 3                   | to-morrow.: 3
85: 3                         | important,: 3
decline: 3                    | nicely,: 3
surrounded: 3                 | Albert: 3
